0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1	1	1	1	1	1	1	1	1	1
1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10
970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970	970
0.04	0.033333333	0.025	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.005	0.005	0.005	0.005	0.005	0.01	0.01	0.01	0.01	0.004166667	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.004166667	0.005	0.0025	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.004166667	0.005	0.0025	0.0025	0.005	0.005	0.005	0.005	0.005	0.005	0.004166667	0.0025	0.0025	0.0025	0.0025	0.005	0.005	0.005	0.005	0.005	0.004166667	0.0025	0.0025	0.0025	0.0025	0.0025	0.005	0.005	0.005	0.005	0.004166667	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.005	0.005	0.005	0.002	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.005	0.005	0.002	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.005	0.002	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025	0.0025
8	5	3.2	2.8	2.8	2.8	2.8	2.8	2.8	2.8	8	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	7.1	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8
400	200	100	100	100	100	100	100	100	100	1600	800	400	400	400	400	200	200	200	200	3200	800	400	400	400	400	400	400	400	400	3200	800	800	400	400	400	400	400	400	400	3200	800	800	800	400	400	400	400	400	400	3200	1600	800	800	800	400	400	400	400	400	3200	1600	800	800	800	800	400	400	400	400	3200	1600	800	800	800	800	800	400	400	400	6400	1600	800	800	800	800	800	800	400	400	6400	1600	800	800	800	800	800	800	800	400	6400	1600	800	800	800	800	800	800	800	800
3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	1.92	2.688	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84
0.221298867	0.362029161	0.514375638	0.839609169	1.974497692	2.74353192	3.547206383	4.366118377	5.194492248	6.028049517	0.443418472	0.512864156	0.66857642	0.881839744	1.990992335	2.758487885	3.560263224	4.378245283	5.20488568	6.037098524	0.534398133	0.556959624	0.723955308	0.926006726	2.006968494	2.770645975	3.57101797	4.388886851	5.216012354	6.050081004	0.584904864	0.623660512	0.774381806	0.982755872	2.03328036	2.789290329	3.586010903	4.400102194	5.225957357	6.056945161	0.648955809	0.706392384	0.794279935	1.029267304	2.070269052	2.81645632	3.606218943	4.417168288	5.241457243	6.069321549	0.723336408	0.786506413	0.818753694	1.048315994	2.108025311	2.850302814	3.633569942	4.43866664	5.259039773	6.085502269	0.804800214	0.816198136	0.847247876	1.070778676	2.122039948	2.882426661	3.665577802	4.465457905	5.280243801	6.104665338	0.891414021	0.84987555	0.87962241	1.096255664	2.13836769	2.895280505	3.694024051	4.49571861	5.307557357	6.126642018	0.918291069	0.887179034	0.915883508	1.125355763	2.156628019	2.908872895	3.704671621	4.523214935	5.335221739	6.155566502	0.942154864	0.927599349	0.95503861	1.157057571	2.177847373	2.924040974	3.7172783	4.533620004	5.361279734	6.183165018	0.967904691	0.971134256	0.996983441	1.191249925	2.200991553	2.941185036	3.731183992	4.544246732	5.371155006	6.204435658
