1.202115151	0.971673195	1.506071126	1.948524601	2.454471776	4.416030671	5.393738859	6.380282034	7.375665822	8.378382968
1.616514209	1.405591076	1.671562817	2.134578226	2.54241415	4.476822779	5.442826943	6.42243079	7.412473318	8.410457131
2.029065583	1.836740096	2.055762477	2.447783863	2.779934995	4.652787266	5.588821606	6.546673692	7.52020538	8.504052504
2.341424516	2.158566822	2.575827517	2.893282782	3.13251244	4.931885007	5.822468834	6.747239757	7.693621516	8.660535177
2.584126364	2.540956302	2.880648521	3.422473541	3.56919599	5.296154313	6.134326738	7.016841464	7.934396386	8.874229895
2.807399747	2.881709656	3.06254091	3.773200723	4.061863801	5.732005058	6.51339029	7.353160723	8.230682904	9.139871694
3.054342331	3.126051254	3.270993456	3.944223093	4.429608436	6.223836073	6.949277714	7.740257004	8.581004133	9.453621942
3.327841423	3.391608102	3.501344856	4.135146684	4.582327293	6.643866195	7.432539011	8.175521539	8.974858874	9.817127949
3.264677701	3.674993167	3.750782771	4.346694623	4.750046524	6.79027859	7.889511612	8.652002903	9.408792991	10.21617868
3.459180784	3.971202375	4.012457112	4.573001909	4.9315223	6.957218083	8.033219129	9.144792842	9.87964702	10.64996907
3.34893917	4.279179974	4.286548285	4.815122079	5.131338847	7.136082345	8.187000163	9.284456138	10.38127631	11.11524752
