0.351945619	0.408603846	0.518391367	0.842091383	1.97567041	2.744503418	3.547927571	4.368144563	5.19466129	6.029617993
0.595191553	0.646003164	0.772952496	1.001913141	2.043779931	2.796030548	3.5912873	4.405044402	5.228968828	6.060481983
0.812384999	0.831960459	0.862215376	1.078392756	2.123533885	2.881016233	3.68102072	4.483924646	5.295672825	6.117653359
0.980229788	0.965896779	0.991400844	1.182881606	2.192244061	2.931875255	3.720523766	4.532819989	5.358529086	6.192209619
1.067057598	1.042384267	1.149076582	1.315259177	2.238832958	3.00213547	3.776373149	4.578852471	5.397900186	6.225448459
1.170128151	1.069475685	1.208398105	1.468119366	2.273167422	3.089198719	3.845777739	4.636830664	5.446108477	6.268015853
1.283971217	1.101126971	1.264844903	1.571897411	2.312030003	3.193239783	3.930295244	4.707026543	5.506722861	6.319778735
1.403395437	1.137439572	1.328362098	1.623631628	2.354557251	3.312142813	4.027426682	4.787299434	5.576127797	6.380558615
1.451884888	1.17822403	1.398305539	1.680362991	2.400361329	3.443224896	4.135630942	4.880147168	5.654909839	6.45111485
1.499743034	1.222327624	1.474474749	1.742732105	2.447330815	3.586691721	4.256032447	4.981431561	5.742880813	6.528686872
1.550106603	1.270255225	1.555209749	1.809724032	2.495945293	3.676461543	4.38598128	5.094563802	5.841498227	6.613454606
