0.359916956	0.414857929	0.520872077	0.842540147	1.975766629	2.745266778	3.547900717	4.367504763	5.19485042	6.029726427
0.605385379	0.653777056	0.788178856	1.003667465	2.045841438	2.799065947	3.593482716	4.40752764	5.231927266	6.062514447
0.819832852	0.844727411	0.875270672	1.097244598	2.141923277	2.901051997	3.69129555	4.487203932	5.299027533	6.121108274
1.037702624	0.976763253	1.003336341	1.199994481	2.210315017	2.951770097	3.741178688	4.555525125	5.383761206	6.217989528
1.119952001	1.063423659	1.159335123	1.330301109	2.246973402	3.021633576	3.796049944	4.601528578	5.422577133	6.252151789
1.218695856	1.089550155	1.227284206	1.481825107	2.280703961	3.107598087	3.866584026	4.658699289	5.469988604	6.293219019
1.328112603	1.120742355	1.283255178	1.597750179	2.318543576	3.210809678	3.950019581	4.728103497	5.530264427	6.344466056
1.4462179	1.156786911	1.346189978	1.648192046	2.360811275	3.329247195	4.046269725	4.808598073	5.59958167	6.406571552
1.501723277	1.196409979	1.415239037	1.704607432	2.40567621	3.459763963	4.154892947	4.899839232	5.677961704	6.476521488
1.54823734	1.23986468	1.49078197	1.766520736	2.452273443	3.602427141	4.27429695	5.001728667	5.765556939	6.552323297
1.598393144	1.28721573	1.570602871	1.832887919	2.500493861	3.70603078	4.404334373	5.113390385	5.86433945	6.638052613
