1.038687623	0.971792588	1.03337555	1.375589448	2.162183384	3.410151986	4.262155836	5.133113381	6.01754892	6.908126886
1.40670416	1.161663833	1.382978803	1.658894578	2.395380105	3.546115812	4.37174639	5.224683589	6.09472638	6.975942544
1.733908714	1.597658328	1.754987814	2.188052915	2.56477799	3.926938006	4.685581828	5.490531569	6.324413833	7.177260875
1.987473449	1.802283522	2.032551753	2.414874581	2.740072919	4.490962399	5.166818574	5.906573506	6.690224112	7.500239855
2.188379361	1.987807808	2.374675919	2.701945203	2.966686531	4.75767206	5.637092085	6.444902014	7.168800356	7.930288538
2.356865617	2.202455639	2.617647812	3.037148889	3.235558803	4.976838556	5.823927785	6.7195269	7.641754996	8.452879044
2.549059509	2.441410194	2.726908117	3.399386024	3.538881131	5.232778749	6.042559147	6.909834711	7.810329285	8.736129136
2.710122156	2.695427646	2.85148172	3.513195932	3.863076777	5.520151546	6.292694931	7.129622252	8.0051331	8.912444745
2.869352765	2.888028786	2.988701316	3.623774428	4.095209597	5.831930664	6.568945498	7.373781415	8.225451166	9.108377018
2.967269912	3.057713541	3.137918176	3.746562233	4.189739062	6.170107206	6.868929689	7.644194655	8.465894548	9.327309781
3.06945159	3.235632602	3.29490759	3.877374542	4.294671172	6.301500757	7.189885747	7.932720493	8.727543723	9.564787269
