0.851030927	0.880295379	1.083411706	1.408066904	2.181493647	3.500211933	4.359617302	5.242975925	6.135591782	7.03420145
1.329451755	1.113926947	1.283104072	1.5973474	2.318924778	3.575808458	4.419664392	5.293085572	6.17834846	7.07140307
1.649878275	1.417889971	1.701502004	1.97889056	2.591596747	3.792950944	4.598485703	5.442552889	6.306828306	7.184058276
1.870988286	1.80563677	1.868957926	2.312252977	2.69132685	4.1296438	4.878384709	5.682196132	6.513603457	7.367442907
2.057056553	1.926456348	2.081060502	2.484524749	2.824432962	4.560123823	5.248346932	6.002180827	6.795640695	7.618591116
2.223008301	2.070942538	2.326610605	2.691365732	2.98530526	4.828718072	5.686676224	6.388318385	7.140902195	7.926053435
2.365152299	2.234738117	2.595953374	2.92423333	3.171853242	4.979293982	5.875698151	6.807138137	7.538452563	8.287355835
2.510578592	2.41518837	2.88037253	3.179624471	3.378525449	5.148056429	6.021820054	6.933555127	7.873130798	8.697477912
2.606653377	2.606649827	3.046185761	3.448651299	3.604098166	5.339577817	6.185963297	7.07634267	7.999526803	8.94480031
2.713722056	2.808474701	3.128752109	3.731324869	3.842653922	5.548792087	6.365880009	7.23525463	8.138719085	9.07040503
2.828351159	2.965150039	3.218039826	3.995817282	4.09190818	5.771065634	6.562922907	7.40818127	8.293968615	9.209608849
