0.203545184	0.363151443	0.514361713	0.839590228	1.974658404	2.743982799	3.547967988	4.3666986	5.195685397	6.026621944
0.414411395	0.495238314	0.656901617	0.873784578	1.987824026	2.755768556	3.556878193	4.374194659	5.201740554	6.032135294
0.524325981	0.532749622	0.702411392	0.906767411	1.999117243	2.76429037	3.565632817	4.383487149	5.211366912	6.04339577
0.553903941	0.581734633	0.753780138	0.951867931	2.017636391	2.777855215	3.576295686	4.393169471	5.218791744	6.050738327
0.592677513	0.643929313	0.776444752	1.00148068	2.043259639	2.79618447	3.590549296	4.403542193	5.228658399	6.05993891
0.639181562	0.716270442	0.792873846	1.027362897	2.075808692	2.819945532	3.609312995	4.419980122	5.240559243	6.070182639
0.691770893	0.779601245	0.81200047	1.042235359	2.103664847	2.848231734	3.631249906	4.436471037	5.256649973	6.084386886
0.749361908	0.802438553	0.834163689	1.059260985	2.114065989	2.876086046	3.658327964	4.459738461	5.27483657	6.100174309
0.810621132	0.828098292	0.858580564	1.078867372	2.126175052	2.885419252	3.685595935	4.483222654	5.296931144	6.11734082
0.874753764	0.855822207	0.885446005	1.099910508	2.139679159	2.895838078	3.694075862	4.511721649	5.320591834	6.138449905
0.929391118	0.885963512	0.914429098	1.123471466	2.154805855	2.906110856	3.704179804	4.521813962	5.347209954	6.162169887
